"","Treatment.Healthy","Treatment.Healthy.1","Treatment.Healthy.2","Treatment.Healthy.3","Treatment.Healthy.4","Treatment.Healthy.5","Treatment.Trauma","Treatment.Trauma.1","Treatment.Trauma.2","Treatment.Trauma.3","Treatment.Trauma.4","Treatment.Trauma.5"
"capric acid",0.34427901830502,-0.382427820755264,-0.882348047858804,0.563261506597773,0.174337740999685,1.92475871741261,-0.191297999919422,-0.0644025607084268,-1.07490976643138,-0.124159983509872,1.38150044346087,-1.66859124759279
"beta-alanine",0.315153309502396,0.675343906783918,-0.640761039898091,-0.208919792789673,1.14721839418452,1.78727006835149,-0.907473244523143,0.563184870623818,-0.614182027772435,0.239194646858773,-1.92946893479637,-0.426560156525196
"benzylalcohol",0.80508869401704,0.175126562062446,0.540573119785215,-0.983730640243873,1.54423871974631,1.77223874406781,-1.08401407402252,-1.18715600741381,0.0791244390717145,-0.5516573839857,-0.443475404765948,-0.666356768318694
"behenic acid",-1.19889512922451,0.206647468147417,0.800951290585211,-0.36850562187306,-0.108980484803491,-0.163876129800372,-0.596752236273427,1.23126676923072,0.180301385661805,-1.9860171336045,0.351059351023419,1.65280047093081
"aspartic acid",0.791159042289677,0.768205322101345,0.731110781135792,0.388142851258518,0.284646104375526,1.43653272469772,-0.997584135988071,-0.511525574242902,-0.904213711180419,0.326925291858764,-0.1327661070917,-2.18063258921425
"asparagine",0.170887254892999,0.122546877773613,0.0365937870969725,1.99571098619158,0.737084232459138,-0.337959122844131,-2.00350014703098,0.170887254892999,0.334954886970274,0.632929934771749,-1.04840137829265,-0.811734566881543
"arachidonic acid",-0.417980241277488,0.315162322694262,0.760969811235698,-0.70743028708714,1.3492585131573,-1.23084960211152,0.438655799984203,1.45979523170317,-0.745148977714959,-0.833359733836852,-1.34824738190132,0.95917454515465
"arachidic acid",1.56995533691387,0.37082541689483,0.427015951513871,-0.524381045553635,0.702848949149899,1.62143511574512,-1.11537602171911,-0.181512102756982,-0.963893705049313,-0.872047104826519,-1.32839650684417,0.293525716532105
"aminomalonate",0.69965355450297,0.226941497784997,0.725777055427763,0.271490974585853,1.30830931279549,0.821008331707482,-1.23879058333068,-0.195063908224204,-0.573466178908436,0.81087873345318,-2.0738447101456,-0.7828940796488
"alpha-ketoglutarate",-0.774347143972242,-0.344107724360549,-0.477714196285504,-0.759888559540054,1.07398904874423,0.253255116604712,0.783933298143176,-0.185783805527438,1.46844073920753,0.742877448527744,-2.17798533264483,0.397331111103231
"alanine",0.684349742677993,0.793686431781862,1.15712752682294,0.93250079977504,0.137266971641585,0.760874321702862,-0.972056246118302,-1.56263585882638,-0.311053146731354,-0.23204683182713,-1.83304997839902,0.44503626749989
"adipic acid",1.49777636867009,-0.0446552995039462,-0.235566649092276,-0.598618321048726,1.16359206614871,1.27413807030039,-0.165066723181716,0.161596926051155,-0.483296635107599,0.272539204966492,-2.11494797821411,-0.727491029988477
"acetaminophen",-0.472897095988391,-0.498012468976332,-0.280282225019804,-0.554947688106572,-0.515152229446796,-0.367787153195524,-0.665398870223389,-0.300524009786742,2.36743561063194,0.0395130477291199,1.81208723176836,-0.564034149385872
"5-methoxytryptamine",1.02891400142131,0.146757562417022,-0.639779429702793,0.566405882871172,1.2238260458427,1.58305785472141,-1.46010395891018,-0.410531550797959,0.606841639026295,-0.546976228250323,-0.958937098541346,-1.1394747200973
"3-hydroxybutyric acid",-1.67656848828165,-0.0978816423002912,0.343496588152158,-0.752800193725364,-0.0893678202712545,0.0123333878689124,1.71175404542014,1.25521218713934,1.23873263228362,-0.988438551454658,-0.55618540769142,-0.400286737139526
"3-aminoisobutyric acid",-0.236291565530236,0.978759635815801,0.199896550560566,1.96166639329401,-1.15455750628675,-0.129301168113194,-0.994213041903124,1.52768341318652,-0.455631440928082,-0.288840038360638,-0.971225666254578,-0.437945565480286
"2-monoolein",-0.772164990699524,0.215625484814968,0.529391131854105,-1.67917753997384,0.608487556812475,0.364574278752626,-1.27410267613106,1.43091285011948,0.303418706813393,1.47286461258801,-0.825929728617969,-0.373899686332661
"2-ketoisocaproic acid",-1.11980216646843,-0.518473821755366,-1.39792991400441,0.466710569295361,1.32571027226182,-0.402013814644805,0.266448536738783,0.589529581048385,1.21848807104747,0.582404077132437,-1.65281466194998,0.641743271298732
"2-hydroxyvaleric acid",-0.419287578432935,-0.532894595449711,-0.358027616943525,-1.63632888462624,-0.166249892127887,0.839240380733651,1.91925334192053,0.725118368286334,-0.36813523473956,-0.434836992065549,-0.873693694721416,1.30584239816632
"2-hydroxyglutaric acid",-0.746925594261293,0.50640692981426,-1.77276388356872,-0.066627482153989,0.349270669308053,0.926554606629787,2.21507620725683,-0.881209084351015,-0.0377988168654206,-0.45735383302726,0.268811675688946,-0.30344139447018
"2-hydroxybutanoic acid",-1.55154797913583,-0.801263336293684,-0.826011391811552,-0.751886527982629,-0.521092625197791,-0.424150779591174,1.39038535868988,0.254373419466516,0.755537648131688,1.68099286178033,-0.122961517031014,0.917624868975256
"2,3-dihydroxybutanoic acid NIST",0.0889738222943433,-0.22286810715844,-1.29591974886985,-0.593188946755778,0.924591978639213,1.3789207137948,-1.0180258251453,1.12646763183594,0.837186705956964,0.912266173285863,-1.19175002547302,-0.946654372404725
"1-monostearin",0.940745620570678,0.0809856366067606,-1.57386646031592,0.246969705131517,0.798700810201372,-0.938507177137827,-1.77305714553515,0.214255784250253,1.61514407650031,0.438442915282056,0.148110691868561,-0.19792445742262
"1-monopalmitin",0.047565323791592,-1.06789685442875,0.246572330055576,0.161282663909914,0.56338853967034,-0.524329975947691,-0.862431427672873,0.818241276518987,0.951225653016041,1.11322206004785,-2.23572309016477,0.788883501203779
"1-monoolein",-0.640246817896098,0.182454376905955,-0.522445361412944,-0.27655896321961,-0.937417185590301,-0.630521997962015,0.194538289122913,2.83288685887004,-0.386695895082401,-0.0717969322632993,-0.455430022230271,0.711233650758044
