"","Genotype.CUMS.model...Treatment.Albiflorin","Genotype.CUMS.model...Treatment.Albiflorin.1","Genotype.CUMS.model...Treatment.Albiflorin.2","Genotype.CUMS.model...Treatment.Albiflorin.3","Genotype.CUMS.model...Treatment.Albiflorin.4","Genotype.CUMS.model...Treatment.Albiflorin.5","Genotype.CUMS.model...Treatment.Albiflorin.6","Genotype.CUMS.model...Treatment.Albiflorin.7","Genotype.CUMS.model...Treatment.Saline","Genotype.CUMS.model...Treatment.Saline.1","Genotype.CUMS.model...Treatment.Saline.2","Genotype.CUMS.model...Treatment.Saline.3","Genotype.CUMS.model...Treatment.Saline.4","Genotype.CUMS.model...Treatment.Saline.5","Genotype.CUMS.model...Treatment.Saline.6","Genotype.CUMS.model...Treatment.Saline.7","Genotype.CUMS.model...Treatment.Saline.8","Genotype.CUMS.model...Treatment.Fluoxetine","Genotype.CUMS.model...Treatment.Fluoxetine.1","Genotype.CUMS.model...Treatment.Fluoxetine.2","Genotype.CUMS.model...Treatment.Fluoxetine.3","Genotype.CUMS.model...Treatment.Fluoxetine.4","Genotype.CUMS.model...Treatment.Fluoxetine.5","Genotype.CUMS.model...Treatment.Fluoxetine.6","Genotype.CUMS.model...Treatment.Fluoxetine.7","Genotype.Wild.type...Treatment.Saline","Genotype.Wild.type...Treatment.Saline.1","Genotype.Wild.type...Treatment.Saline.2","Genotype.Wild.type...Treatment.Saline.3","Genotype.Wild.type...Treatment.Saline.4","Genotype.Wild.type...Treatment.Saline.5","Genotype.Wild.type...Treatment.Saline.6","Genotype.Wild.type...Treatment.Saline.7"
"Malonylcarnitine",1.26949077148057,0.469834551781341,-0.0495874187083896,1.24571958227898,-0.979601486743494,-0.0695365306281111,-1.2931844224213,-0.93136860980619,0.178340993207749,0.00933796717693893,-1.87292934826769,0.302438713861655,1.28129357099424,-2.69719963374918,-0.0297935543689734,0.731330368972564,-1.45712206982719,-0.68256780493284,1.19750015272571,-0.10991037406505,0.626890529406359,-0.602292937686903,0.249993583025817,-0.412036147128162,0.26759572061947,0.485983804325318,-0.19263307089866,-0.505386027140957,-0.0495874187083896,2.1421519023895,0.302438713861655,-0.130340192584821,1.30473612155837
"Cytidine",0.689599212224031,-0.166234985150022,-0.844925670566112,0.203397889727072,-1.3690853080108,-0.986531504283607,-1.42195844209811,-0.50278461744202,0.335415380918793,-0.00147685650167902,0.592066315775452,0.584930930984325,1.12679709202548,0.253839855820977,-0.039145230399822,0.80248398807486,0.303148198076922,0.29500670862597,0.169113928307342,-4.09960008595436,-0.186457514380858,-0.5502270903968,-0.399647301881055,0.382943496797517,-0.444888675614737,1.02392846175859,0.00784005299479796,0.662172243978813,0.648329113582744,1.4288358890973,0.885051401996246,0.14304476354467,0.475018358367996
"Adenine",0.469271752812873,-1.82534021391324,0.889029529679825,-0.822105558102711,0.774085064994513,0.655287003263282,1.0905407260293,-0.105416465159479,0.754559889916241,-1.07534257154467,1.17848097824883,-0.232448356581021,0.227804296226921,0.0172189659905121,-0.105416465159479,-1.17517481583623,1.29804254538256,1.39740822258609,-0.258410453005145,-3.55146742461416,0.870129163215082,0.447987542814412,1.00036256985426,-0.614458954555954,-0.337457826500415,0.405031740364893,0.227804296226921,-0.0558518766238163,-0.585763977435489,0.112360527516544,-0.822105558102711,-0.337457826500415,0.0888135285118694
"L-Phenylalanine",-0.932080351821204,-0.22507412022187,-0.295662329641226,0.034336566103785,-0.439933469533052,-0.439933469533052,0.646615543297081,0.563650612981332,-0.211076516642753,0.405782144988664,-0.410740762053123,1.80453526740862,0.430399855296205,-0.295662329641226,0.356176220100386,0.368624401673057,-0.12791238144905,2.30817126202891,0.515609948577963,-4.29761368620081,0.00766184077370061,-0.197118398598669,-0.15547874558963,-0.141676366862101,-0.558457688689671,-0.281463899338255,0.229941068719381,0.21713860474579,-0.367272111504347,0.728212320363816,0.430399855296205,-0.100498740330925,0.430399855296205
"L-leucine",-0.549271075474238,-0.350102071237538,-0.549271075474238,-0.389439478072502,-0.156987783073797,-0.311006742284956,0.176480819962998,0.527563009765261,0.595509870353675,0.458881574289527,-0.350102071237538,1.84882422938121,0.493315105230014,0.103874647903642,0.389449507170477,0.527563009765261,0.424260393752779,1.59410530929157,0.827759212438545,-4.47738629181998,-0.350102071237538,-0.589865276890027,0.248266565740349,-0.549271075474238,-0.272150529989571,-0.0438755207874514,-0.272150529989571,0.424260393752779,-0.754886786275405,0.7292615664566,0.319250219362623,-0.0066145875469941,0.283857532248231
"Dimethylglycine",-1.14814782822449,-1.67275772294934,-0.163507529833114,-0.768751291159781,-0.565682258261958,-0.442208006750318,-1.5547190722698,0.591122270748641,0.334930292059849,0.0713114335610022,-0.632869367817422,-0.163507529833114,0.674940502996557,1.77385322725951,1.69961433481145,1.16224709483153,1.6247644158021,-0.172661243562185,0.247903658359687,-2.26400615205554,0.0713114335610022,-0.357697409536552,0.160036174599102,1.16224709483153,-0.461095269659659,0.674940502996557,-0.283230554793333,0.421132016346605,-1.64041312280075,0.160036174599102,1.16224709483153,0.921857403041486,-0.623240765730041
"Purine",-0.265683764782055,-0.229196834879106,-0.265683764782055,-0.271801786153268,0.121784190672657,-0.951789601811545,0.549359129490665,0.390590792348075,0.470868247786183,0.64507839430067,-0.346057969605903,1.70897576612121,0.277138254341165,-0.290219783286184,0.292825626841965,0.602325889804727,-0.104385484880917,1.77813559838205,0.445977259257555,-4.5966878686379,-0.00648588815003493,0.12725671067846,-0.265683764782055,0.165328428144235,-0.701031553379931,-0.16921174218063,-0.0292778151917044,-0.346057969605903,-0.121947538275016,0.649796841072804,0.415874330268236,-0.116083798875976,0.435971469749531
"3-Hydroxydodecanoylcarnitine",-0.448848333090804,-0.916483539326711,-1.27615123734965,0.376885442411748,-0.603181600991337,2.61186512313826,-0.374284737206788,-1.5494937830661,-0.327218226503638,-0.694695069925688,0.22203925475228,-0.765020068187113,0.287436108177981,-0.194871417480944,0.00839069973911193,-0.189884760714466,0.376885442411748,-0.0532077926720063,0.0364408048004092,3.91100451778321,-0.0820269577129225,-0.443466613617602,0.317520430961066,-0.342833232946772,-0.327218226503638,1.21900781105693,0.208804276007052,0.164303709871445,-0.677343547910025,-0.0772064025342927,-0.0484287641854839,-0.285932825675612,-0.0627864835097707
"Acetylcholine",-0.676186586993085,-1.20049411443589,-0.822380620224007,-0.301595733997223,-1.17605186526769,-0.43764630119969,-0.0494218992220437,-0.43764630119969,0.0481689828241355,0.238100125900382,-0.138823184120573,0.357989492573979,-0.501641222804642,-0.0889690233915268,-0.0297588731766563,0.572415568041656,-1.079398980273,-0.0199547544995257,-0.599111986168368,-3.23804681248547,0.62468843457779,0.312199817940877,0.82875311743939,-0.458891868664695,-0.643016741400019,1.81490136142666,0.55487563034576,1.34481887890708,0.795285389577477,2.27831413776112,0.853715416379706,0.330563371725969,0.944247144101895
"L-Carnitine",0.0989160736837395,0.506003926721758,0.506003926721758,0.140396793378235,-0.196488135817582,0.304580402842925,-0.282556488264579,0.545794999294534,-0.679533247206995,0.819884577137796,1.74040456283271,0.0572584633916187,1.23563646161719,-1.09332806570572,-0.196488135817582,0.664204871014398,-1.82449426805225,1.41891941424802,-0.196488135817582,-1.47646324272228,0.70335800883803,1.08649318585459,-1.62410375795427,0.858419912354999,-0.501104637222283,0.70335800883803,-0.861281649007102,-1.62410375795427,-0.589911565296201,2.11948437627764,-1.09332806570572,-0.589911565296201,-0.679533247206995
"L-Methionine",-1.12903379041729,-0.454436092020721,-0.875504975262898,-0.0662659480897189,-0.404224510959414,-0.0896584818906593,-0.35451505411977,0.206180548139268,0.184038399015823,0.379854256457158,-1.61438527462859,1.55267401134564,1.01956674773707,-1.33556990595995,0.228224505591503,0.506239986212849,-0.634281700996104,2.09491215039295,0.924879994228286,-3.08709428193266,-0.0198085607895518,-0.986591257511244,-0.160503922267262,-0.113161619099399,-0.660513446614419,0.42234087628975,0.828354548536857,1.27547862126692,0.0490734318279923,-0.0429829815934074,0.981908202028232,0.526995357740711,0.847810167342141
"L-Valine",-1.36143663270445,-0.97624155791753,-0.930554001874364,-1.00558434113401,0.0324405430880337,-0.202486457511653,0.19232508839763,0.0971487803522394,1.13943414317913,0.66549716589953,-0.601398849275573,1.82425803865419,0.693323440177478,0.435772540492392,0.775680450384329,0.637479644249761,0.254563447759377,2.00911993929586,1.2133310310788,-3.37404455485944,0.254563447759377,-0.639676438990531,0.609268228174243,-0.796485515762478,-0.34307050449358,0.0649230524276612,-0.237180567802473,0.494428708627764,-0.988791183077529,0.160845909940083,0.285329883256237,-0.415223420878607,0.0324405430880337
"Biotin",2.52230863440107,1.96431738327492,0.972508633057828,0.137493479464142,1.30546386998824,-0.266086847837112,0.723339229581471,0.248174681836963,-1.48531428504846,-0.325927732089157,-0.723097679860266,-1.42767954817652,0.410607832142521,-0.781029048534407,-0.571187585776373,0.516598923529675,0.463827937921087,-0.325927732089157,-0.0322904706581688,-1.32102560382989,-0.859115282957823,-0.615114783757597,-1.22309681774525,-0.508964936237861,1.66546684544023,-0.832978046644623,1.1649338057676,0.773973714200993,-0.266086847837112,-0.703905875484503,-0.0322904706581688,-1.03172331330523,0.463827937921087
"Metanephrine",-0.365746384311228,0.555027317289422,-1.27428210362779,-0.121705516498641,-0.160705124950841,-0.599332263005495,-0.975083037305113,-0.764520301664625,-0.00693893079202022,-0.461772774795718,0.213158572955963,-2.38989861389543,-1.79329723119089,0.587659565110301,-0.778217955818368,-0.432302396857704,2.42973523451196,0.353433602911296,0.522126488277251,2.49076585752661,-0.308405243077926,-0.403047695337704,-1.02342012154798,0.86994821682205,0.930061051252917,0.808917593807393,0.318823619098273,-0.466000620942493,0.387746501654188,0.715588183523885,0.421767372186475,0.652135610626505,0.0677815280653443
"Glycerophosphocholine",0.270021003369404,-0.290975382131266,0.270021003369404,-0.258232882172662,2.27546904743023,0.229871193102151,1.39101449660155,0.0119495931206325,-1.7414814851093,0.725720516118094,2.23832699858624,-0.921715986949554,-0.749134645798845,1.95887337391437,-1.32997606585971,-1.37955841117604,-0.523463197013397,0.133707429015767,-1.15202562445005,0.182233364242494,-0.21787557105432,-0.452387261092648,-0.690856216908234,1.20308795308565,0.980391355395491,-0.652716422117456,0.342058150857365,-0.0624267360566461,-0.299225767564713,0.516905264173532,-0.587287623822959,-0.700479127775574,-0.719832335329093
"1-Methylhistidine",-0.729552404617696,-1.4830666566357,-0.513219991723136,-0.215415004768816,-0.789704155177753,-1.88789411497976,0.243770574689067,-0.448787624707297,-0.636695842542232,-1.55483342416231,-0.611715442841873,0.0559944913628717,-0.307250096650632,-0.570401195676048,-1.27468361244589,0.182085022380526,-1.7127745525576,2.09511192745774,0.0843358134112671,0.250570228369805,0.0488798825324689,0.449715991160491,0.695541757504201,0.297869150348127,-0.177721686742685,0.928072984491315,0.99716330656644,1.52840124607091,0.119501831554219,1.3794638299812,1.69183569728458,0.533228907563592,1.33217316350077
"L-Tryptophan",-0.191140980910476,-2.150725118718,-2.71889017047202,0.0687074903329208,-0.119183843912734,0.0550963916081368,0.444048967372335,0.425497207386566,0.350393200601966,0.792007099279082,-0.493057369715157,2.04089525259102,1.60840094715778,-1.1965197017379,0.780707322783503,0.808895500038593,-1.33043655288625,0.425497207386566,0.529473686471535,-1.35974236458883,0.195693230741048,0.0890353186109466,-0.906691361757024,-0.500913619141218,-0.324113804492214,0.00707923321722539,-0.147807283679512,-0.564341014512169,0.142729552923229,1.55775508439465,0.356707508992652,0.723711132273795,0.601231852359856
"Suberylcarnitine",-1.10893298763198,-1.37847758222753,-0.753284306713592,-1.10893298763198,-0.584054752444551,-0.95357096870805,-0.631855330553935,-0.536682884844889,0.565944976596834,0.716867467768604,-0.261041502729507,-0.172267516715319,-0.0204151905209612,0.209724998524442,-0.216468007556728,0.488835171617711,0.641945249415139,-2.18348035852283,0.716867467768604,3.27555904510384,-0.283470104719814,-0.216468007556728,0.623047455259153,0.230158013685907,-0.261041502729507,1.36372871600685,1.0239377646549,1.46154498983427,-1.03068077368719,0.641945249415139,-0.0633579297592859,-0.466412298524512,0.270788428127682
"Norepinephrine",-1.53275588219315,-1.14564412090344,-0.447109054583709,1.86980190276297,-0.766455937714953,-0.822388065041782,-1.14564412090344,-0.965926462567418,-0.907859439808192,1.17081904505954,-0.200053641017737,1.99272048229521,0.142819478781887,-0.128961550346985,0.0766731834933445,0.0766731834933445,0.142819478781887,-0.576927667692503,-0.321575675397112,-0.524467303375316,1.44432532534659,0.142819478781887,2.53070138622697,-0.200053641017737,0.911990211756896,-0.22404940586989,-0.0133503355782717,-0.879155031007301,1.03497188597494,-0.936782135182612,0.416861022754698,0.839887272943862,-1.05472386825237
"Indole",-0.938737920620506,-0.367114577890803,-1.56844597456748,0.317950188475323,0.272678123711413,0.180587622277469,0.537020168867981,0.407004490708925,0.579447861705139,0.805176525015065,0.0142143762266841,2.520575409958,0.317950188475323,-1.64080160523922,0.980945138416427,1.05668206582387,-1.29129128295754,0.642267843214074,-0.261866903544709,-2.45469191680144,0.133745393710433,0.157234199452652,-1.12722807553447,-0.758627929279684,-1.00059878089327,-0.908158095141816,-0.261866903544709,-0.261866903544709,0.317950188475323,0.472533805413596,1.16769743885672,0.884238694827661,1.07539714594821
"Methionine sulfoxide",-0.971525640467323,-1.40402927332193,-0.70620774196162,-0.897889957439345,-0.192015710248205,-0.183696825920677,0.97358561501279,0.938746163578949,-0.20871901077144,0.0945552595819723,0.764759054198272,0.426763005020042,-1.60532777688347,0.147400602536621,-0.775491350331378,0.00186992696040576,0.746205232283597,3.2870339185709,0.45407623231908,-0.600292711683479,0.807635160291979,0.825835237229258,0.613207962434228,-0.28498828922003,-1.02518578974312,-0.200356400326289,0.243272579418425,-0.572008334844516,-0.755541620764189,1.82039269274962,0.124859978576185,-0.242390980466677,-1.6445312063687
"Alanine",-1.32184039279667,-0.98530788303377,-0.966205733322989,-0.424904655703268,-0.191197994159054,0.43594558225488,-0.81598206388086,-1.72715437051043,0.230596622701377,-0.110331572458962,-1.70497535491644,-0.340167520212919,-0.174918827752393,-2.4433498231185,-0.256854605883257,-0.207530798772687,-0.7791268627623,1.23076437377159,0.633125055012444,1.00540730747496,0.728849442077704,0.0785294306809255,0.875635453390897,-0.390835781282288,-0.256854605883257,1.58498658083062,1.29158724380057,0.392652715665704,0.185464277096755,0.605432235972976,1.67532168610356,0.755863142260207,1.38737769735499
"Sarcosine",-1.20689937549952,-0.848861582011261,-0.898586559248105,-0.451299483462612,-0.315017713326285,0.306032798981804,-0.948771250035046,-1.74369034890796,0.345897889220288,0.143578618324098,-1.47791765876317,-0.420717588169437,-0.51298505700446,-2.44911368855175,-0.270340324849929,-0.255529205001341,-0.622650848608082,1.39047584070211,0.604435896669089,0.875290230852952,0.411695931888537,0.184650229571968,0.982313299944265,-0.654395220109913,-0.196685571254193,1.61512605316402,1.43398927656605,0.553704012857367,0.0883285529913961,0.398599973650434,1.61512605316402,0.814908384038925,1.50930843221591
"L-Glutarylcarnitine",-0.386821880515648,-0.317786282766106,-1.02242833150039,-0.317786282766106,-0.754127999489146,-1.1071171219001,-0.754127999489146,-0.4810487993365,-0.78004770077241,-0.0334884606610025,0.581053371774928,-0.627343708873151,-0.161828736021972,-0.627343708873151,-0.457252230739593,0.190191867487566,0.545660339218632,-0.410140922399497,0.752821302820448,4.62719621050206,-0.272510532590447,-0.250091267137769,-0.4810487993365,-0.0334884606610025,0.719138105878026,0.11050419766881,0.979908880397996,-0.205680682312934,-0.505008919516239,0.900493515501336,0.719138105878026,0.11050419766881,-0.250091267137769
"Serotonin",0.104836270804078,-0.216510460360763,0.0740775783615052,0.0675134609023959,-0.704116705422219,0.575982174200748,0.631665084373078,0.054290474440269,1.23926464717388,-0.508288615986957,0.685180786361102,0.575982174200748,0.746766300871825,-0.559227031852407,0.695638479318222,0.695638479318222,1.37288229044727,-1.3191036829108,-1.08729484168956,-1.51242916929569,-0.898911663003015,-0.939361049562592,-1.05715270355146,-1.39320537872704,-2.54576154361795,1.31435516003323,0.564569826573801,1.59573826654451,-1.02401423265159,1.0435542252322,0.194688538148803,0.796061184243672,0.736691677082521
"Gamma-Aminobutyric acid",-0.724279078589326,-0.535423799655233,-0.094947496140548,-0.898831396369163,-0.00811725751299114,-0.255796367133579,-0.526398977918068,-0.675502497787806,1.50694902720352,0.109233835039034,-1.10035954512991,-0.247860466151166,-0.0510981966848158,0.479043703797521,-1.73652792110653,-0.535423799655233,0.501594207954064,0.461975727240443,0.745365887952107,-0.704636713756672,1.00045299141923,-1.17191986741185,3.09788597234104,0.181919870892545,-2.37144297640959,0.0821871735211656,1.34202416158409,0.668843279679585,0.760351907215216,0.201328046417604,0.523912826212114,0.295848053886899,-0.320350314943717
"L-Asparagine",-0.640087733217767,-0.232114384718236,-0.878568482943708,-0.860022374019813,0.152832885586459,-0.0867635998993121,-0.367202348354324,0.583623419031099,0.883843160138714,1.13462648747134,-0.887876603664454,0.391023134473216,0.825721204449598,0.0818563152638967,-0.124462272004793,-0.147267707552278,0.0818563152638967,1.51808538861124,1.73038679420111,-3.56924428324396,0.676281036487122,-0.0346241346225037,1.18811536443457,-0.532730893622121,-1.7915067977269,0.423829287454974,0.0458495134739117,0.70665707552914,-1.00144457682685,0.583623419031099,0.117515219809954,-0.395639115749281,0.423829287454974
"L-Glutamine",-0.0243590724158837,-0.123455829187676,-0.73217856688564,-1.69420111559733,-0.123455829187676,-1.58421451274582,-0.73217856688564,-0.628995314382375,0.839252390284873,0.556865930763584,-0.73217856688564,2.17661415322097,1.38857357508792,-0.836075896020707,1.02460170920638,0.745712498016001,-0.323633516712924,1.29840451039195,0.171893449508869,2.00503395261249,-0.223211040999716,-0.123455829187676,1.20769061420526,-0.836075896020707,-1.04605280334415,-0.424732243147732,0.269065983842985,0.461544314401951,-2.14238676031387,0.269065983842985,0.365613610098078,-0.424732243147732,-0.0243590724158837
"Pipecolic acid",-0.304306272238407,-0.831015270555898,-0.460089112032966,-0.0436856200860655,0.0281623785631668,-0.228335667789983,-0.228335667789983,-0.116665129688173,0.629102779550543,0.0636729207896561,0.098913418257212,0.873059267275775,-0.00762237905940288,0.133887947171617,0.404569440249581,0.597685011179552,0.0281623785631668,0.961330566343928,0.534203154285087,-4.79626023049013,0.237255126871086,0.404569440249581,1.10481271151876,0.469839576780156,-1.09589325243764,0.133887947171617,0.203054948879119,0.783073855709982,-0.961562018400793,0.33836684170379,0.437319421676901,0.237255126871086,0.371586360907948
"Cysteine",-0.817970526408297,-1.13693840971881,-0.843976305587361,-0.151602501340468,-1.21912187939395,-0.749113410095029,-0.230357535525962,-0.861369989264275,0.418357515772182,1.43016559819559,1.30548021260645,0.706741307914965,-0.740556033795697,1.24225249835336,-0.0274970813136026,1.17841972501232,-0.206633240533637,-1.19161473150471,-1.00217677763584,-0.78345311996518,1.30548021260645,0.489853097434954,1.24225249835336,-1.20077118305985,-0.817970526408297,0.353349675653558,-0.740556033795697,2.61538325534486,0.518238135631243,0.518238135631243,0.382320291921592,0.280367832636773,-1.26522070772216
"S-Adenosylmethionine",1.4162823037154,-0.410975636855632,-0.457374999450461,0.380398893128505,-0.950891154798343,-0.223163336342822,-1.512814623134,-0.651107642720255,0.0927949176759245,1.33550925363319,-0.520467697408579,1.03584742434788,0.172714399023358,0.197483229781582,0.0280404518343814,0.437539824620289,0.384244960147559,-2.09314922939974,1.4162823037154,2.03275362315962,0.00611685240694974,-1.21771206693501,-0.82352191528269,1.07811329599016,-0.0562030799589446,-0.590469787451019,-0.579585105200563,-0.16639108161036,-1.08436245492007,0.0970588436998737,1.85716955651351,0.882654301208952,-1.512814623134
"L-Serine",-0.805457334376483,0.16624481153463,0.348151347352025,0.0463537263753221,0.507108032448148,-0.259507656836159,-0.194735950162362,1.14423513783769,0.844662203455961,0.645320018581721,-0.890963612854692,1.02135791128153,-0.0680433659276255,-0.568679784023067,-0.372862549515111,0.0463537263753221,-0.619057403046134,1.54250481773447,1.39267276013849,-3.06251969370698,0.682938050928023,-0.558674582485849,1.15095994377052,-0.250194707640393,-1.76130136870652,0.645320018581721,0.258158310051212,0.315643741539615,-2.00594210447756,1.21763677564095,0.404455904994785,-0.598835594423835,-0.363301530439363
"L-Tyrosine",-1.12062406723837,-1.11665515416554,-0.626752495657362,-0.16922971768152,-1.82691782823544,-1.38813073641784,-0.108230717903851,0.182609119016302,0.962192747638655,0.65489996362165,-1.23350808578603,1.73762378963196,1.05185625865452,-0.231245414139596,0.846986775471371,0.154527056263703,-0.804817842585184,1.73762378963196,-0.231245414139596,-1.06544087449512,-0.804817842585184,0.0689863774181087,0.504033799088277,-0.934736224986556,-1.19684911287124,0.182609119016302,0.0400301561620235,0.984812000596677,-0.390963309429286,1.20374900773104,2.13885371887487,-0.0482156159710145,0.846986775471371
"Phosphorylcholine",-0.668302842905403,-0.750172932970619,-1.60140322267314,-0.68176278947626,-1.15595247826161,-0.318176254399553,-1.86880735142216,-1.54355938374287,0.973541435545128,-0.512201137671964,-0.0738485438090235,1.10230664777146,0.196611914025279,-1.25583835948742,-0.294949909774368,1.16105792412484,0.785831209260689,0.647083624575206,1.63556146044277,-0.42545445613038,-0.377205340382393,0.196611914025279,0.566534250775737,0.0600333502534288,-0.389180490638623,1.42412353911119,0.0700406343601793,2.02501577938998,-1.35988733303608,1.25600525941979,-0.138147737698856,0.952589026921729,0.361902594477953
"Ornithine",-1.4906320689204,-1.18280610896669,0.189609759642114,1.40438211186508,0.344080140290987,-0.0586206802835129,-0.306371333142193,0.306223162500564,0.325213107960447,1.05778117550076,-1.16066316555888,1.32487864775693,0.287108691918644,-1.16697257563833,-0.213825581868268,0.875537691077525,-1.11067357911932,2.79233560009283,0.844024450978339,0.362825840384889,0.0054466529442678,-0.763558718028128,0.129505644317379,-0.763558718028128,-1.27965708820552,1.35162146210865,-1.16066316555888,-0.0371080636850831,-1.30935119543177,-0.526010897842264,0.82813914562304,-0.629205614772344,0.730965270087158
"L-Kynurenine",-0.365991620152509,-0.435585293086292,-0.789925688880339,-0.589460765146564,-0.709484368287667,0.824391747750966,-0.239783103372601,-0.196772196553111,-0.305774814324715,0.302004396726081,-0.261580055539292,0.942347928639634,0.955593865468774,-0.753841916216896,0.284614091746136,0.527885048273774,-0.154515906102669,0.590178523326474,-0.443443527711928,-2.50528156464294,-0.640168885998138,-0.606245131162285,-0.298352476320704,0.0269667380549211,-0.412163259793884,0.336412792999495,-0.589460765146564,-0.196772196553111,0.159233908975909,0.370336547835349,3.64384542684812,-0.548004547618315,2.07879706596484
"Glycine",-0.743283003214935,-0.918364804826947,0.0387290061562783,-0.865220562077935,-0.250752584014071,0.112312003855909,-0.458499250416448,0.451745390223821,0.4380346121641,0.0535288687029675,-1.00815958701112,1.71085327584153,0.355004508658256,0.613524184294573,-0.458499250416448,0.424287705530181,-1.09952703702613,1.82785395643597,-0.474827739642711,-2.34259599167416,1.34323210482691,-0.49120749579523,1.5469566121972,-0.345608798080035,-1.08112508479302,0.808938342078454,1.43475985682994,1.22651698970647,-1.58202854267936,-0.282180076940669,0.199263150799944,-0.954097465404628,0.77043670571128
"Carnosine",0.321103029559278,0.577672042519441,0.149595171553226,0.50333654169397,1.50426315643593,0.856309077503765,-2.25849574610141,-1.42064988751906,0.62063871489344,1.0396634173931,-1.09795645781073,-0.494857849002954,-0.851998377749099,-2.39736389441424,-0.362489504732622,-0.071295403452388,-1.10218907964966,-0.518047705066023,0.962069512056148,-0.922199788875798,1.47994971686178,0.47258682237547,1.72168656842757,-0.0408442439518937,-0.109084832961841,0.164783526981339,0.444386923713418,0.176079029161553,0.456982858415156,-1.19381985389722,0.47258682237547,-0.0215761941074695,0.939175887372402
"Histidine",-0.965745347324948,-1.31146958870218,-0.461852327480739,-0.519194468203982,-0.0929811468204886,-0.478965813978993,-0.213847769086506,-0.267600921903409,1.22290334048088,0.527092646853774,-0.554012626094121,1.07279556492984,0.410782336673852,0.290862783011743,-0.251396330507632,0.691025699991794,-0.399743345472193,1.11087261564958,0.674093408347378,-3.60590047538729,0.592636151923069,-0.000958004477470493,1.40269340313879,-0.305677972623161,-1.72260744324373,1.11087261564958,-0.338616717907375,0.975928604871563,-0.66038969166267,0.94045349146634,0.707884131895932,0.0641663647395643,0.35589683125317
"Lysine",-0.753225984958033,-0.913241727094857,-0.595945689031724,-0.832885991333439,-0.289228178447627,-0.913241727094857,-0.595945689031724,-0.364954311780251,1.1720557381742,1.04246664855165,-0.674249763894649,2.08982660171885,1.10748934505442,-0.214120224526053,1.1720557381742,0.844595081222702,-0.139620438847506,1.6728962875993,0.573967534093666,-2.65876823693342,0.152488960817115,0.295137915317078,1.2998449210543,-0.364954311780251,-1.41069656415008,-0.595945689031724,-0.364954311780251,0.642374341862249,-1.41069656415008,-0.0657190514821651,0.573967534093666,0.224089892298156,0.295137915317078
"Saccharopine",-0.504313792109978,-0.997409164556983,-0.746650237695308,-0.504313792109978,-0.23555755519253,-0.511653854041601,-0.54857182762492,-0.62351943323575,0.165283685250023,0.103468057139749,-0.46057340630914,0.743521520253363,0.333121609985899,-0.661564118953365,0.722452392111067,0.437171113364727,-0.801821570175653,3.13615272930398,-0.353409616893442,3.24535057038154,-0.374598117503426,-0.438893575427989,1.12280868266315,-0.661564118953365,-0.914667728594585,-0.134567790628082,-0.14121625523001,-0.0752575727489544,-0.882077018166206,-0.692281009124106,1.06059754290811,-0.360459120118693,0.555012772032557
"Dopamine",0.477003718328832,-1.10571262117465,-0.34616134065325,-0.682548270488697,-0.465001935283212,-0.0918599771318338,-0.259452595636306,0.0945942734532308,-1.42360550315785,-1.54260415730918,1.71300637022363,-0.495313549314759,-0.188704590619375,-0.0376290865892059,2.65278825451904,-0.730863952995996,-0.0918599771318338,0.726406028494842,-0.0782281228613018,1.12141495835977,0.272166309022542,1.1508879022743,1.86957711550299,-0.763425801800944,0.209714128685674,0.06852208336162,-0.465001935283212,-1.17810922581581,1.73816939930312,-0.259452595636306,0.234820674668693,-0.796274542837151,-1.32726143447732
"Spermidine",0.287275948818011,-2.04392096854705,-0.0669977872548085,-0.41655311246484,1.1776031582922,1.05008159899528,1.07589045252055,0.0976645494447988,-0.308668922426128,-0.0335566753364192,1.20265956278044,0.161802474359809,0.755456747898016,0.0652329902608961,0.891886022273944,0.161802474359809,0.348665009929329,0.193515985051015,-0.168911525105028,-3.09282207630809,0.348665009929329,0.498407031559376,-0.41655311246484,0.614553593685822,0.224997160244623,-0.527215739379771,0.379033766676036,-2.88736737696995,-0.918136134487586,0.0652329902608961,0.498407031559376,0.556872711600463,0.224997160244623
"L-Glutamic acid",-1.45522387060696,-0.765341403277269,-0.571210736174851,-0.802586856783336,-0.329038549737711,-0.441173917671911,-0.550332897617688,-0.0614107855121475,1.18223118887641,0.202611471254337,-0.127823690059389,1.56051840837584,0.900439027955736,-0.772756749310691,0.130124649446232,0.975367625263362,-0.109577363765487,1.16171023879506,0.174921102509812,-2.52654618656766,0.00953877263546387,-0.239485137367286,0.582344467910665,-1.60482421633731,-1.33850360327007,0.467375126179289,-0.48848477756908,0.441839672612563,-0.348550733438762,2.39324569628208,1.19040376899985,0.979722356125885,0.180477901845109
"8-Hydroxy-deoxyguanosine",-0.272836810926073,-0.283864508235098,-0.83438375922052,-0.451088730720862,-0.236404608456559,-1.07115115340556,-0.575556402896902,-1.57093625944125,-0.189776820058036,-0.0478565192566967,-0.83438375922052,0.0578770254264955,0.547617478110218,-0.423771448239454,0.212049044990496,-0.130010053383101,0.907456710418663,0.181302931565299,0.0546356975536331,3.70886586764984,1.76506382147153,-0.898581925800496,0.224248649825114,-0.563253331501138,0.0900748665221089,0.0448879437314924,1.04504821195911,-0.232788687858088,-0.518622839290822,-1.75015798253516,1.34085381075199,0.686725640037954,0.0187179004323932
