,BDT,KNN,SVM,ANN
0,0.9649952696310312,0.9792060491493384,0.7523330940416368,0.7523330940416368
1,0.853932584269663,0.9565217391304347,0.0,0.0
2,0.9705882352941176,0.9393939393939394,0.0,0.0
3,0.9577464788732395,0.9577464788732395,0.0,0.0
4,0.8666666666666666,0.924731182795699,0.0,0.0
5,0.960352422907489,0.9909090909090909,0.0,0.0
6,0.8732394366197183,0.9295774647887324,0.0,0.0
7,0.8923076923076922,0.955223880597015,0.0,0.0
