,WVM - Standard,WVM - Custom
0,0.8772226926333615,0.7577729573391179
1,0.6176470588235294,0.2222222222222222
2,0.7017543859649124,0.1621621621621622
3,0.375,0.0
4,0.7567567567567568,0.0
5,0.9178743961352658,0.0
6,0.46153846153846156,0.0
7,0.5882352941176471,0.0
